source	target	weight_0	weight_1	weight_2	weight_3	weight_4	weight_5	weight_6	weight_7	weight_8	weight_9	weight_10	weight_11
3	4	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	5	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	6	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	11	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	12	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	13	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	14	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	15	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	16	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	17	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	18	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	19	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	20	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	21	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	22	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	24	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	25	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	26	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	27	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	28	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	29	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	30	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	31	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
3	32	4.031264413919586	3.2383866396795904	10.460738977218003	-0.5922407196826573	0.10864537786152934	2.5074863714044238	4.404547842213975	1.736822646668675	4.608783624132407	7.6911608065248425	2.99357245369972	1.4959687261926786
