0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
6860.739168838355	276.8302708032343	1536.943707204108	2907.8723003736577	-622.1785237255127	108.95134745197001	1004.862591701388	12151.209351661932	-1328.07354645543	11537.265466027087	19909.43371217454	1091.0900394041005	85.888048519876	5587.998097535947	1439.8979702177335	6518.980545903545	6395.034537527433	-1474.959840612086	3014.1094016315496	16804.937704328906	-4928.160824174711
276.8302708032343	-3370.09539823784	-1602.9906707460018	4052.8258910745153	-3808.087927474856	-1866.022613090681	3641.8316451302294	728.1280792650097	-3045.0812563583836	-863.02242222096	1725.0046237885163	-3125.0557532813564	-3465.1326381971257	-1971.9929510732122	-1892.0959843121398	-137.95818760141415	-208.02130143469122	-3340.0865000276012	-494.93642020194534	-60.95970334179103	-4928.160824174711
1536.943707204108	-1602.9906707460018	-2323.064972084384	1146.8910272031953	-3379.03645773087	-1560.02487033946	-378.0904257522683	2391.2523724171265	-2875.0211444350575	-1596.8497290476728	823.1669314932986	-667.9819169845056	-3518.1470156474306	-1988.0337416994996	-1851.0812369150135	991.9870045004179	862.0244849594427	-3547.030281149665	-1135.8736813162286	-135.90803031416408	-4928.160824174711
2907.8723003736577	4052.8258910745153	1146.8910272031953	-1977.0614939049433	-3344.129279653187	-1378.1386419551604	-926.9820571344002	3704.2322979779933	-1325.0161736875054	-609.9495840770642	801.1416437783618	4572.963898002948	-3539.0986241778346	-1711.0025088005016	-1445.0873116623225	3398.8638687048756	2433.9050512286503	-3484.0086053141004	177.09739525712476	-321.8775377054249	-4928.160824174711
-622.1785237255127	-3808.087927474856	-3379.03645773087	-3344.129279653187	75.07353820525421	-3553.096093385829	-3739.1244281739423	-759.8613137169642	-3719.1060099477313	-1098.0124111939044	467.0660568400336	-3728.083601801039	-3681.1063582447327	-2354.97788061112	-2945.025855436161	-1916.0281736956742	-2453.05900770044	-3760.0542672613315	-2882.870321585737	-159.88015871081663	-4928.160824174711
108.95134745197001	-1866.022613090681	-1560.02487033946	-1378.1386419551604	-3553.096093385829	-3675.14258569661	-1832.1067490756143	-9.707006381867389	-3596.0623430995756	-1156.0453822329548	1163.0733954059306	-1624.0069160717171	-3438.199039102906	-1872.086765430927	-2149.0624847825206	-970.9299137206499	-516.0766061666831	-3871.0106300199054	-1578.0065927718538	-386.93205937894555	-4928.160824174711
1004.862591701388	3641.8316451302294	-378.0904257522683	-926.9820571344002	-3739.1244281739423	-1832.1067490756143	-3044.149027607444	320.1079701798084	-2128.0548918308677	-430.021317135432	1778.0511615024002	5306.070926770216	-3101.121357248316	-1814.0811751464719	-1939.119927072802	1414.9639868209574	1243.862978636898	-3407.085092850839	-326.9842220938991	312.9857464026402	-4928.160824174711
12151.209351661932	728.1280792650097	2391.2523724171265	3704.2322979779933	-759.8613137169642	-9.707006381867389	320.1079701798084	5953.090476674619	-1502.944397523495	4143.433276015115	8605.660392403228	1126.393366867676	-1552.0076114748022	1595.1741320878339	1899.1206506915082	7091.627774420708	6384.413425482735	-1981.828186520877	2307.445625523863	8656.888609535776	-4928.160824174711
-1328.07354645543	-3045.0812563583836	-2875.0211444350575	-1325.0161736875054	-3719.1060099477313	-3596.0623430995756	-2128.0548918308677	-1502.944397523495	-3704.1319993174143	-2403.0188252620737	-794.8925614717241	-3374.038213267441	-3655.1414240436147	-2346.9300717826304	-2831.1049411912277	-1854.907436690638	-1856.9647387223913	-3836.999583421889	-2486.876374769588	-1712.9194710576446	-4928.160824174711
11537.265466027087	-863.02242222096	-1596.8497290476728	-609.9495840770642	-1098.0124111939044	-1156.0453822329548	-430.021317135432	4143.433276015115	-2403.0188252620737	3504.2272434182655	21468.843697611755	-728.8633449334769	260.03214323389574	5255.348889712237	-327.9745147542041	1515.1600922180369	3030.1256964062786	-1826.9295700794469	1842.2827237546207	14902.950923320464	-4928.160824174711
