0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
19909.43371217454	1725.0046237885163	823.1669314932986	801.1416437783618	467.0660568400336	1163.0733954059306	1778.0511615024002	8605.660392403228	-794.8925614717241	21468.843697611755	16504.493517407434	1603.3285261623273	3290.0445244551747	12300.70227517548	2703.9636025735563	5156.266778444246	6459.362983115883	-117.7572025551077	5878.342909993741	27696.257214825942	-4928.160824174711
1091.0900394041005	-3125.0557532813564	-667.9819169845056	4572.963898002948	-3728.083601801039	-1624.0069160717171	5306.070926770216	1126.393366867676	-3374.038213267441	-728.8633449334769	1603.3285261623273	-3574.0412196750494	-3472.034819483855	-1829.9986798087104	-2262.9691171200334	189.08762449844247	12.085720790131175	-3561.0391389172382	-249.7894826727562	509.2095830223012	-4928.160824174711
85.888048519876	-3465.1326381971257	-3518.1470156474306	-3539.0986241778346	-3681.1063582447327	-3438.199039102906	-3101.121357248316	-1552.0076114748022	-3655.1414240436147	260.03214323389574	3290.0445244551747	-3472.034819483855	-3803.1431974414695	-382.143349250246	-3012.0894588981155	-2723.1162460539626	-2333.112584136578	-3535.061213552832	-2163.0921184691706	415.0921979857002	-4928.160824174711
5587.998097535947	-1971.9929510732122	-1988.0337416994996	-1711.0025088005016	-2354.97788061112	-1872.086765430927	-1814.0811751464719	1595.1741320878339	-2346.9300717826304	5255.348889712237	12300.70227517548	-1829.9986798087104	-382.143349250246	-149.87901047016194	-998.1328055683186	638.9512370201444	352.9859445896101	-2429.900927733488	621.0278122365218	7818.35168996468	-4928.160824174711
1439.8979702177335	-1892.0959843121398	-1851.0812369150135	-1445.0873116623225	-2945.025855436161	-2149.0624847825206	-1939.119927072802	1899.1206506915082	-2831.1049411912277	-327.9745147542041	2703.9636025735563	-2262.9691171200334	-3012.0894588981155	-998.1328055683186	-3104.129369245529	-85.00955055467914	-122.0573981264914	-2675.0755583098767	-274.9683811310391	1590.09974304323	-4928.160824174711
6518.980545903545	-137.95818760141415	991.9870045004179	3398.8638687048756	-1916.0281736956742	-970.9299137206499	1414.9639868209574	7091.627774420708	-1854.907436690638	1515.1600922180369	5156.266778444246	189.08762449844247	-2723.1162460539626	638.9512370201444	-85.00955055467914	529.9366658763581	4537.089016667263	-3038.9653468574516	609.2399364852092	4131.408288010343	-4928.160824174711
6395.034537527433	-208.02130143469122	862.0244849594427	2433.9050512286503	-2453.05900770044	-516.0766061666831	1243.862978636898	6384.413425482735	-1856.9647387223913	3030.1256964062786	6459.362983115883	12.085720790131175	-2333.112584136578	352.9859445896101	-122.0573981264914	4537.089016667263	-541.0675768711492	-3220.0493064488937	174.1067991962298	4978.15767213604	-4928.160824174711
-1474.959840612086	-3340.0865000276012	-3547.030281149665	-3484.0086053141004	-3760.0542672613315	-3871.0106300199054	-3407.085092850839	-1981.828186520877	-3836.999583421889	-1826.9295700794469	-117.7572025551077	-3561.0391389172382	-3535.061213552832	-2429.900927733488	-2675.0755583098767	-3038.9653468574516	-3220.0493064488937	-4409.11410013246	-2952.9580906501405	-1204.770418179815	-4928.160824174711
3014.1094016315496	-494.93642020194534	-1135.8736813162286	177.09739525712476	-2882.870321585737	-1578.0065927718538	-326.9842220938991	2307.445625523863	-2486.876374769588	1842.2827237546207	5878.342909993741	-249.7894826727562	-2163.0921184691706	621.0278122365218	-274.9683811310391	609.2399364852092	174.1067991962298	-2952.9580906501405	-2436.968067284775	2849.2806624115638	-4928.160824174711
16804.937704328906	-60.95970334179103	-135.90803031416408	-321.8775377054249	-159.88015871081663	-386.93205937894555	312.9857464026402	8656.888609535776	-1712.9194710576446	14902.950923320464	27696.257214825942	509.2095830223012	415.0921979857002	7818.35168996468	1590.09974304323	4131.408288010343	4978.15767213604	-1204.770418179815	2849.2806624115638	9163.618344068673	-4928.160824174711
-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.160824174711	-4928.16082417471
