0.5190925	0.62942417	0.62462457	0.63076697	0.48649774	0.59962178	0.66415093	0.57727868	0.58608845	0.42750464	0.46826409	0.66460606	0.48671037	0.47374482	0.60819738	0.58214657	0.55575705	0.49772065	0.51575367	0.45820587
0.62942417	0.6017993	0.55090536	0.41240795	0.59197305	0.55182212	0.41272165	0.62415014	0.55084946	0.57854845	0.57896508	0.72631742	0.59897547	0.54979129	0.55084216	0.58783474	0.56275566	0.4825959	0.49138236	0.59580881
0.62462457	0.55090536	0.50375305	0.51860574	0.56320733	0.55408092	0.5654205	0.57490663	0.52598126	0.6314078	0.62069713	0.58355199	0.60179834	0.56936496	0.58398247	0.55606738	0.55690477	0.53920504	0.51843755	0.63026526
0.63076697	0.41240795	0.51860574	0.61648838	0.59227738	0.58010858	0.64956684	0.57679155	0.48061146	0.65147296	0.67821074	0.45939123	0.67937677	0.61699331	0.63500948	0.55122142	0.55110014	0.57992465	0.55006293	0.68359745
0.48649774	0.59197305	0.56320733	0.59227738	0.08104444	0.55998176	0.66261136	0.50235672	0.41940297	0.40417919	0.41509703	0.69036248	0.40055049	0.34874515	0.50977238	0.52018819	0.52283279	0.39421265	0.46346023	0.41041741
0.59962178	0.55182212	0.55408092	0.58010858	0.55998176	0.57231741	0.59670203	0.60933001	0.57128088	0.57990494	0.57530902	0.58286157	0.55746786	0.53296946	0.5560803	0.59063388	0.5631459	0.51308635	0.49505784	0.59142746
0.66415093	0.41272165	0.5654205	0.64956684	0.66261136	0.59670203	0.68926658	0.66862554	0.51100262	0.62484431	0.64261399	0.44253173	0.64424876	0.59555165	0.62897504	0.57471631	0.58441928	0.56558073	0.53853136	0.64596117
0.57727868	0.62415014	0.57490663	0.57679155	0.50235672	0.60933001	0.66862554	0.51389621	0.58603884	0.56451832	0.58968529	0.65122864	0.56299979	0.54895019	0.5866843	0.56358655	0.57289667	0.53153729	0.54699494	0.56805884
0.58608845	0.55084946	0.52598126	0.48061146	0.41940297	0.57128088	0.51100262	0.58603884	0.39892856	0.54353752	0.52928313	0.63381745	0.51422007	0.47157038	0.53342464	0.52713564	0.52866965	0.44850462	0.45086747	0.54199409
0.42750464	0.57854845	0.6314078	0.65147296	0.40417919	0.57990494	0.62484431	0.56451832	0.54353752	0.33334969	0.34846352	0.61973258	0.38866619	0.34790307	0.57854406	0.57939115	0.5224789	0.39212421	0.42508779	0.36415286
0.46826409	0.57896508	0.62069713	0.67821074	0.41509703	0.57530902	0.64261399	0.58968529	0.52928313	0.34846352	0.34507195	0.6399278	0.39423551	0.34353065	0.57611106	0.59070347	0.55082787	0.39022306	0.44439053	0.38387305
0.66460606	0.72631742	0.58355199	0.45939123	0.69036248	0.58286157	0.44253173	0.65122864	0.63381745	0.61973258	0.6399278	0.75298916	0.66928943	0.60282657	0.66947617	0.616362	0.61156025	0.54440127	0.52435182	0.65790049
0.48671037	0.59897547	0.60179834	0.67937677	0.40055049	0.55746786	0.64424876	0.56299979	0.51422007	0.38866619	0.39423551	0.66928943	0.3828054	0.33445913	0.537706	0.56782268	0.55016339	0.36457547	0.42209367	0.42075861
0.47374482	0.54979129	0.56936496	0.61699331	0.34874515	0.53296946	0.59555165	0.54895019	0.47157038	0.34790307	0.34353065	0.60282657	0.33445913	0.31082132	0.52641381	0.52822468	0.52744662	0.36273822	0.40280404	0.37379226
0.60819738	0.55084216	0.58398247	0.63500948	0.50977238	0.5560803	0.62897504	0.5866843	0.53342464	0.57854406	0.57611106	0.66947617	0.537706	0.52641381	0.58727307	0.61371966	0.59924993	0.39878573	0.45953569	0.58219332
0.58214657	0.58783474	0.55606738	0.55122142	0.52018819	0.59063388	0.57471631	0.56358655	0.52713564	0.57939115	0.59070347	0.616362	0.56782268	0.52822468	0.61371966	0.54390252	0.54861911	0.54398598	0.54814333	0.58754996
0.55575705	0.56275566	0.55690477	0.55110014	0.52283279	0.5631459	0.58441928	0.57289667	0.52866965	0.5224789	0.55082787	0.61156025	0.55016339	0.52744662	0.59924993	0.54861911	0.54730244	0.55283726	0.54807842	0.55652391
0.49772065	0.4825959	0.53920504	0.57992465	0.39421265	0.51308635	0.56558073	0.53153729	0.44850462	0.39212421	0.39022306	0.54440127	0.36457547	0.36273822	0.39878573	0.54398598	0.55283726	0.4021632	0.4180258	0.43786861
0.51575367	0.49138236	0.51843755	0.55006293	0.46346023	0.49505784	0.53853136	0.54699494	0.45086747	0.42508779	0.44439053	0.52435182	0.42209367	0.40280404	0.45953569	0.54814333	0.54807842	0.4180258	0.44745674	0.46398044
0.45820587	0.59580881	0.63026526	0.68359745	0.41041741	0.59142746	0.64596117	0.56805884	0.54199409	0.36415286	0.38387305	0.65790049	0.42075861	0.37379226	0.58219332	0.58754996	0.55652391	0.43786861	0.46398044	0.36327849
